歌曲名,表演者,榜单名
无缘,范逸臣,百度音乐:新歌TOP100
无言,"张赫宣,卓义峰",百度音乐:新歌TOP100
无言,张赫宣/卓义峰,百度音乐:新歌TOP100
无限,陈柏宇,百度音乐:新歌TOP100
时代,古巨基,百度音乐:新歌TOP100
时差,陈羽凡,百度音乐:新歌TOP100
时装,尚雯婕,百度音乐:新歌TOP100
时髦,回声乐团,百度音乐:新歌TOP100
明天,陈志朋,百度音乐:新歌TOP100
明明,蔡卓妍,百度音乐:新歌TOP100
明星,黄安,百度音乐:新歌TOP100
昙花,方大同,百度音乐:新歌TOP100
星海,徐海星,百度音乐:新歌TOP100
星空,五月天,百度音乐:新歌TOP100
星空,"刘雨欣,刘羽琦,杜沁怡,徐立",百度音乐:新歌TOP100
春泥,张芸京,百度音乐:新歌TOP100
昨天,mr.,百度音乐:新歌TOP100
是否,邓紫棋,百度音乐:新歌TOP100
晚安,林宥嘉,百度音乐:新歌TOP100
晚秋,汤唯,百度音乐:新歌TOP100
晚风,好妹妹乐队,百度音乐:新歌TOP100
晨星,许巍,百度音乐:新歌TOP100
暖心,郁可唯,百度音乐:新歌TOP100
暗光,温蕊尔,百度音乐:新歌TOP100
暗恋,陶喆,百度音乐:新歌TOP100
暗香,韩磊,百度音乐:新歌TOP100
暧昧,李祥祥,百度音乐:新歌TOP100
暮光,范玮琪,百度音乐:新歌TOP100
暮趴,黄晓明,百度音乐:新歌TOP100
暴走,"王栎鑫,张杰",百度音乐:新歌TOP100
曙光,娃娃,百度音乐:新歌TOP100
曝光,王晶,百度音乐:新歌TOP100
更好,斯琴高丽,百度音乐:新歌TOP100
更爱,潘辰,百度音乐:新歌TOP100
曾经,张柏芝,百度音乐:新歌TOP100
最初,赵传,百度音乐:新歌TOP100
最初,张信哲,百度音乐:新歌TOP100
最爱,李祥祥,百度音乐:新歌TOP100
最爱,杨宗纬,百度音乐:新歌TOP100
最美,"陈羽凡,胡海泉",百度音乐:新歌TOP100
月光,羽泉,百度音乐:新歌TOP100
月光,魏晨,百度音乐:新歌TOP100
月出,朱哲琴,百度音乐:新歌TOP100
朋友,周华健,百度音乐:新歌TOP100
望乡,满文军,百度音乐:新歌TOP100
望爱,穆婷婷,百度音乐:新歌TOP100
未来,魏晨,百度音乐:新歌TOP100
末日,王菀之,百度音乐:新歌TOP100
本能,尹姝贻,百度音乐:新歌TOP100
枯荣,林忆莲,百度音乐:新歌TOP100
枷锁,黑豹乐队,百度音乐:新歌TOP100
柿子,林忆莲,百度音乐:新歌TOP100
桐花,钟欣桐,百度音乐:新歌TOP100
梦想,周楚霏,百度音乐:新歌TOP100
梦田,S.H.E,百度音乐:新歌TOP100
梦田,水木年华,百度音乐:新歌TOP100
梦田,"齐秦,齐豫",百度音乐:新歌TOP100
椰壳,方大同,百度音乐:新歌TOP100
楼道,刘美麟,百度音乐:新歌TOP100
欢颜,平安,百度音乐:新歌TOP100
欣赏,李欣汝,百度音乐:新歌TOP100
步步,五月天,百度音乐:新歌TOP100
武装,江映蓉,百度音乐:新歌TOP100
残爱,徐佳莹,百度音乐:新歌TOP100
残缺,李炜,百度音乐:新歌TOP100
民生,成龙,百度音乐:新歌TOP100
民生,豆豆,百度音乐:新歌TOP100
民生,成龙+刘媛媛,百度音乐:新歌TOP100
永远,张靓颖,百度音乐:新歌TOP100
沉淀,李霄云,百度音乐:新歌TOP100
沉迷,余文乐,百度音乐:新歌TOP100
沉香,沙宝亮,百度音乐:新歌TOP100
沐阳,王洋,百度音乐:新歌TOP100
沐阳,演员王洋,百度音乐:新歌TOP100
沐阳,王洋(演员),百度音乐:新歌TOP100
沙滩,"范玮琪,曾静玟",百度音乐:新歌TOP100
沙话,阿悄,百度音乐:新歌TOP100
没差,吴莫愁,百度音乐:新歌TOP100
没收,戚薇,百度音乐:新歌TOP100
沦陷,信,百度音乐:新歌TOP100
泡沫,简红,百度音乐:新歌TOP100
泡沫,邓紫棋,百度音乐:新歌TOP100
泡沫,G.E.M.邓紫棋,百度音乐:新歌TOP100
波爷,"周杰伦,曾志伟,麦烝玮,雪糕,袁咏琳",百度音乐:新歌TOP100
泪河,希亚zya,百度音乐:新歌TOP100
泼墨,"周华健,张大春",百度音乐:新歌TOP100
洁癖,"严爵,五月天",百度音乐:新歌TOP100
洋葱,平安,百度音乐:新歌TOP100
活着,郝云,百度音乐:新歌TOP100
活着,谢安琪,百度音乐:新歌TOP100
活该,容祖儿,百度音乐:新歌TOP100
流年,宾俊杰,百度音乐:新歌TOP100
流恋,"吴奇隆,严艺丹",百度音乐:新歌TOP100
流恋,吴奇隆/严艺丹,百度音乐:新歌TOP100
流感,大嘴巴,百度音乐:新歌TOP100
流泪,潘辰,百度音乐:新歌TOP100
流转,李玟,百度音乐:新歌TOP100
浪费,林宥嘉,百度音乐:新歌TOP100
浮光,陈楚生,百度音乐:新歌TOP100
浮夸,林志炫,百度音乐:新歌TOP100
涟漪,陈绮贞,百度音乐:新歌TOP100
涩谷,黄鸿升,百度音乐:新歌TOP100
清唱,塔斯肯,百度音乐:新歌TOP100
清心,朴文哲,百度音乐:新歌TOP100
清水,光良,百度音乐:新歌TOP100
清空,泳儿,百度音乐:新歌TOP100
渡口,潘辰,百度音乐:新歌TOP100
温暖,姚晨,百度音乐:新歌TOP100
渺小,田馥甄,百度音乐:新歌TOP100
溺爱,本兮,百度音乐:新歌TOP100
滚动,张靓颖,百度音乐:新歌TOP100
滚吧,莫龙丹,百度音乐:新歌TOP100
满满,王铮亮,百度音乐:新歌TOP100
满满,王铮亮/梁文音,百度音乐:新歌TOP100
漂亮,江映蓉,百度音乐:新歌TOP100
漂流,张恒远,百度音乐:新歌TOP100
潮汐,黑豹乐队,百度音乐:新歌TOP100
澎湃,容祖儿,百度音乐:新歌TOP100
火山,伍佰,百度音乐:新歌TOP100
火鸟,张杰,百度音乐:新歌TOP100
火鸟,杨千嬅,百度音乐:新歌TOP100
灯塔,彭坦,百度音乐:新歌TOP100
灰鸟,灰子,百度音乐:新歌TOP100
烟火,陈翔,百度音乐:新歌TOP100
烟火,黎明,百度音乐:新歌TOP100
烟火,郭采洁,百度音乐:新歌TOP100
热情,田馥甄,百度音乐:新歌TOP100
热浪,"姚旭之,罗熙杰",百度音乐:新歌TOP100
热雪,魏晨,百度音乐:新歌TOP100
焦点,陈楚生,百度音乐:新歌TOP100
煎熬,李佳薇,百度音乐:新歌TOP100
燃点,胡夏,百度音乐:新歌TOP100
爆了,古巨基,百度音乐:新歌TOP100
爆掉,任贤齐,百度音乐:新歌TOP100
爱上,小宇,百度音乐:新歌TOP100
爱人,胡海泉,百度音乐:新歌TOP100
爱你,柯有伦,百度音乐:新歌TOP100
爱吧,崔天琪,百度音乐:新歌TOP100
爱囚,庄心妍,百度音乐:新歌TOP100
爱情,许巍,百度音乐:新歌TOP100
爱情,王韵壹,百度音乐:新歌TOP100
爱情,田馥甄,百度音乐:新歌TOP100
爱我,李翊君,百度音乐:新歌TOP100
爱爱,王啸坤,百度音乐:新歌TOP100
爱神,"钟汉良,胡杨林",百度音乐:新歌TOP100
爱过,安以轩,百度音乐:新歌TOP100
爱过,海鸣威,百度音乐:新歌TOP100
爱过,陈楚生,百度音乐:新歌TOP100
爱过,安以轩+陈楚生,百度音乐:新歌TOP100
父亲,筷子兄弟,百度音乐:新歌TOP100
爷爷,曹格,百度音乐:新歌TOP100
爸爸,张赫宣,百度音乐:新歌TOP100
爸爸,萧敬腾,百度音乐:新歌TOP100
牵手,黄绮珊,百度音乐:新歌TOP100
牵手,"丁泽强,徐林",百度音乐:新歌TOP100
特别,黄龄,百度音乐:新歌TOP100
狂流,羽泉,百度音乐:新歌TOP100
狂热,苏打绿,百度音乐:新歌TOP100
狂草,韩庚,百度音乐:新歌TOP100
独男,古巨基,百度音乐:新歌TOP100
猜心,胡俊铭,百度音乐:新歌TOP100
王妃,尚雯婕,百度音乐:新歌TOP100
王妃,徐云霄,百度音乐:新歌TOP100
王妃,萧敬腾,百度音乐:新歌TOP100
玩乐,方大同,百度音乐:新歌TOP100
玩笑,刘瑞琦,百度音乐:新歌TOP100
玩笑,萧亚轩,百度音乐:新歌TOP100
现在,莫龙丹,百度音乐:新歌TOP100
玻璃,蔡淳佳,百度音乐:新歌TOP100
珍惜,李宇春,百度音乐:新歌TOP100
珍爱,rain,百度音乐:新歌TOP100
理想,赵雷,百度音乐:新歌TOP100
琉璃,孟庭苇,百度音乐:新歌TOP100
琴伤,周杰伦,百度音乐:新歌TOP100
瓶颈,徐佳莹,百度音乐:新歌TOP100
男神,柳岩,百度音乐:新歌TOP100
画壁,"孙俪,邓超",百度音乐:新歌TOP100
画沙,周杰伦,百度音乐:新歌TOP100
画沙,袁咏琳,百度音乐:新歌TOP100
画沙,周杰伦/袁咏琳,百度音乐:新歌TOP100
画面,"梁晓雪,牛奶咖啡",百度音乐:新歌TOP100
留香,吴奇隆,百度音乐:新歌TOP100
痛快,孙楠,百度音乐:新歌TOP100
痛快,王野,百度音乐:新歌TOP100
痛痒,林凡,百度音乐:新歌TOP100
痴梦,黄英,百度音乐:新歌TOP100
皖梦,慕容晓晓,百度音乐:新歌TOP100
盖亚,林忆莲,百度音乐:新歌TOP100
盛开,玖月奇迹,百度音乐:新歌TOP100
盲爱,"刘德华,郑秀文",百度音乐:新歌TOP100
直接,刘若英,百度音乐:新歌TOP100
直觉,梁静茹,百度音乐:新歌TOP100
看海,莫艳琳,百度音乐:新歌TOP100
看穿,陈奕迅,百度音乐:新歌TOP100
真实,辛晓琪,百度音乐:新歌TOP100
真爱,孙自佑,百度音乐:新歌TOP100
眼色,多亮,百度音乐:新歌TOP100
眼色,李立宇,百度音乐:新歌TOP100
着魔,张杰,百度音乐:新歌TOP100
瞬间,孙悦,百度音乐:新歌TOP100
矛盾,田馥甄,百度音乐:新歌TOP100
矜持,宾俊杰,百度音乐:新歌TOP100
知己,蔡卓妍,百度音乐:新歌TOP100
短发,"范玮琪,胡维纳",百度音乐:新歌TOP100
破晓,谭赟,百度音乐:新歌TOP100
破晓,魏晨,百度音乐:新歌TOP100
破相,容祖儿,百度音乐:新歌TOP100
碎片,李炆,百度音乐:新歌TOP100
礼物,刘力扬,百度音乐:新歌TOP100
禁区,迪克牛仔,百度音乐:新歌TOP100
离人,刘思涵,百度音乐:新歌TOP100
离人,许艺娜,百度音乐:新歌TOP100
离凰,成青,百度音乐:新歌TOP100
离岛,林一峰,百度音乐:新歌TOP100
离开,郭静,百度音乐:新歌TOP100
离愁,邢继光,百度音乐:新歌TOP100
离殇,小5,百度音乐:新歌TOP100
私奔,梁博,百度音乐:新歌TOP100
私奔,刘明辉,百度音乐:新歌TOP100
私游,李霄云,百度音乐:新歌TOP100
秋蝉,"毛宁,麦子杰",百度音乐:新歌TOP100
秘境,木江子组合,百度音乐:新歌TOP100
秘密,许茹芸,百度音乐:新歌TOP100
积木,陈奕迅,百度音乐:新歌TOP100
稻香,Hope组合,百度音乐:新歌TOP100
空城,杨坤,百度音乐:新歌TOP100
空城,金志文,百度音乐:新歌TOP100
空房,杨坤,百度音乐:新歌TOP100
空港,容祖儿,百度音乐:新歌TOP100
立秋,周子琰,百度音乐:新歌TOP100
童年,黑豹乐队,百度音乐:新歌TOP100
笑话,王啸坤,百度音乐:新歌TOP100
等待,朱帅,百度音乐:新歌TOP100
等待,韩磊,百度音乐:新歌TOP100
等待,"侯磊,朱国武",百度音乐:新歌TOP100
等等,Olivia Ong,百度音乐:新歌TOP100
答案,沙宝亮,百度音乐:新歌TOP100
答案,"杨坤,郭采洁",百度音乐:新歌TOP100
答案,"郭采洁,杨坤",百度音乐:新歌TOP100
粉末,李宇春,百度音乐:新歌TOP100
粘人,二手玫瑰,百度音乐:新歌TOP100
素颜,twins,百度音乐:新歌TOP100
红色,钟汉良,百度音乐:新歌TOP100
纹身,周华健,百度音乐:新歌TOP100
终于,秦岚,百度音乐:新歌TOP100
经过,张婧,百度音乐:新歌TOP100
经过,刘若英,百度音乐:新歌TOP100
经过,"何洁,陈楚生",百度音乐:新歌TOP100
绑架,twins,百度音乐:新歌TOP100
绒花,平安,百度音乐:新歌TOP100
结果,郑秀文,百度音乐:新歌TOP100
给他,郭采洁,百度音乐:新歌TOP100
给你,陈奕迅,百度音乐:新歌TOP100
给爱,"周艳泓,林依轮",百度音乐:新歌TOP100
绝地,李祥祥,百度音乐:新歌TOP100
绿动,陈楚生,百度音乐:新歌TOP100
缘分,Mi2,百度音乐:新歌TOP100
缘来,"王铮亮,潘辰",百度音乐:新歌TOP100
缺口,庾澄庆,百度音乐:新歌TOP100
罪人,李克勤,百度音乐:新歌TOP100
美人,李玉刚,百度音乐:新歌TOP100
美景,电影原声,百度音乐:新歌TOP100
美梦,李玟,百度音乐:新歌TOP100
翅膀,付辛博,百度音乐:新歌TOP100
翅膀,林依晨,百度音乐:新歌TOP100
耳朵,林宥嘉,百度音乐:新歌TOP100
肋骨,周笔畅,百度音乐:新歌TOP100
肩膀,多亮,百度音乐:新歌TOP100
肩膀,张信哲,百度音乐:新歌TOP100
背叛,曹格,百度音乐:新歌TOP100
背叛,陈一玲,百度音乐:新歌TOP100
胡说,刘美麟,百度音乐:新歌TOP100
胡闹,吴克群,百度音乐:新歌TOP100
胭脂,刘涛,百度音乐:新歌TOP100
脆弱,谢安琪,百度音乐:新歌TOP100
自由,平安,百度音乐:新歌TOP100
自由,尹熙水,百度音乐:新歌TOP100
自由,张韶涵,百度音乐:新歌TOP100
自虐,张惠妹,百度音乐:新歌TOP100
舞台,弦子,百度音乐:新歌TOP100
色惑,杨千嬅,百度音乐:新歌TOP100
艳火,张悬,百度音乐:新歌TOP100
艳遇,"李泉,李昕芸",百度音乐:新歌TOP100
花儿,周华健,百度音乐:新歌TOP100
花心,信,百度音乐:新歌TOP100
花旦,周华健,百度音乐:新歌TOP100
花沙,游鸿明,百度音乐:新歌TOP100
花泪,栋梁,百度音乐:新歌TOP100
花甲,后弦,百度音乐:新歌TOP100
花魁,周旖喆,百度音乐:新歌TOP100
苦瓜,陈奕迅,百度音乐:新歌TOP100
范儿,大张伟,百度音乐:新歌TOP100
茉莉,黄雅莉,百度音乐:新歌TOP100
茶汤,郁可唯,百度音乐:新歌TOP100
荣光,叶世荣,百度音乐:新歌TOP100
落寞,品冠,百度音乐:新歌TOP100
落幕,蛋堡,百度音乐:新歌TOP100
落花,林心如,百度音乐:新歌TOP100
葬心,郁可唯,百度音乐:新歌TOP100
蓝光,胡歌,百度音乐:新歌TOP100
蓝天,成龙,百度音乐:新歌TOP100
虐心,"徐良,孙羽幽",百度音乐:新歌TOP100
虐心,"徐良					  /    孙羽幽",百度音乐:新歌TOP100
蚂蚁,古巨基,百度音乐:新歌TOP100
蜀绣,李宇春,百度音乐:新歌TOP100
蜂蜜,范玮琪,百度音乐:新歌TOP100
蜗牛,张捷,百度音乐:新歌TOP100
蜿蜒,品冠,百度音乐:新歌TOP100
觉醒,赵薇,百度音乐:新歌TOP100
解放,羽泉,百度音乐:新歌TOP100
解脱,吴莫愁,百度音乐:新歌TOP100
认了,姚笛,百度音乐:新歌TOP100
记得,李祥祥,百度音乐:新歌TOP100
记得,林俊杰,百度音乐:新歌TOP100
记忆,方力申,百度音乐:新歌TOP100
许愿,武艺,百度音乐:新歌TOP100
证明,flumpool,百度音乐:新歌TOP100
误会,飞轮海,百度音乐:新歌TOP100
说谎,林宥嘉,百度音乐:新歌TOP100
谢幕,侃侃,百度音乐:新歌TOP100
谣言,陈冠希,百度音乐:新歌TOP100
贝贝,林采欣,百度音乐:新歌TOP100
贪图,李代沫,百度音乐:新歌TOP100
走了,王啸坤,百度音乐:新歌TOP100
走失,张婧,百度音乐:新歌TOP100
走！,周笔畅,百度音乐:新歌TOP100
起初,邰正宵,百度音乐:新歌TOP100
趁我,信,百度音乐:新歌TOP100
趁早,李琦,百度音乐:新歌TOP100
趁早,周笔畅,百度音乐:新歌TOP100
趁早,孙伯纶,百度音乐:新歌TOP100
趁早,"许诺,包文熙",百度音乐:新歌TOP100
超错,陈奕迅,百度音乐:新歌TOP100
跑调,赖伟锋,百度音乐:新歌TOP100
距离,林俊杰,百度音乐:新歌TOP100
路过,郑虹,百度音乐:新歌TOP100
跳痛,戴爱玲,百度音乐:新歌TOP100
车票,旭日阳刚,百度音乐:新歌TOP100
轮廓,苏醒,百度音乐:新歌TOP100
轻轻,本兮,百度音乐:新歌TOP100
还在,至上励合,百度音乐:新歌TOP100
还我,S.H.E,百度音乐:新歌TOP100
远方,郁可唯,百度音乐:新歌TOP100
远歌,黄英,百度音乐:新歌TOP100
迷你,张学友,百度音乐:新歌TOP100
迷幻,蔡依林,百度音乐:新歌TOP100
迷悟,王铮亮,百度音乐:新歌TOP100
追寻,孙楠,百度音乐:新歌TOP100
追寻,平安,百度音乐:新歌TOP100
追爱,张靓颖,百度音乐:新歌TOP100
送别,朴树,百度音乐:新歌TOP100
送别,赵文,百度音乐:新歌TOP100
送别,韩磊,百度音乐:新歌TOP100
送别,王馨悦,百度音乐:新歌TOP100
逆战,张杰,百度音乐:新歌TOP100
逆流,黄耀明,百度音乐:新歌TOP100
逆风,徐海星,百度音乐:新歌TOP100
逍遥,霍建华,百度音乐:新歌TOP100
逞强,萧亚轩,百度音乐:新歌TOP100
遇见,张瑶,百度音乐:新歌TOP100
遇见,林一峰,百度音乐:新歌TOP100
遇见,谭维维,百度音乐:新歌TOP100
遗忘,杨洋,百度音乐:新歌TOP100
遗憾,李代沫,百度音乐:新歌TOP100
邂逅,"徐良,杨洋",百度音乐:新歌TOP100
那秋,丁炜,百度音乐:新歌TOP100
那谁,苏永康,百度音乐:新歌TOP100
配角,sara,百度音乐:新歌TOP100
配角,郑欣宜,百度音乐:新歌TOP100
酒歌,木江子组合,百度音乐:新歌TOP100
醒了,戴爱玲,百度音乐:新歌TOP100
醒了,杨千嬅,百度音乐:新歌TOP100
重伤,林凡,百度音乐:新歌TOP100
重来,黄小琥,百度音乐:新歌TOP100
野花,成青,百度音乐:新歌TOP100
野花,伍思凯,百度音乐:新歌TOP100
铃铃,"萧敬腾,范玮琪",百度音乐:新歌TOP100
错爱,庄心妍,百度音乐:新歌TOP100
错过,王铮亮,百度音乐:新歌TOP100
错过,蔡卓妍,百度音乐:新歌TOP100
长大,陈乃荣,百度音乐:新歌TOP100
长椅,刘若英,百度音乐:新歌TOP100
阴谋,,百度音乐:新歌TOP100
阴谋,张玮,百度音乐:新歌TOP100
阿爸,周杰伦,百度音乐:新歌TOP100
阿福,陈楚生,百度音乐:新歌TOP100
陷阱,袁咏琳,百度音乐:新歌TOP100
难道,陈楚生,百度音乐:新歌TOP100
雀斑,卢凯彤,百度音乐:新歌TOP100
雨爱,杨丞琳,百度音乐:新歌TOP100
雪人,,百度音乐:新歌TOP100
雪人,张玮,百度音乐:新歌TOP100
零度,张敬轩,百度音乐:新歌TOP100
青春,韩红,百度音乐:新歌TOP100
青空,何韵诗,百度音乐:新歌TOP100
青葱,何韵诗,百度音乐:新歌TOP100
青蛇,,百度音乐:新歌TOP100
青蛇,墨明棋妙,百度音乐:新歌TOP100
静电,胡夏,百度音乐:新歌TOP100
靠近,罗震环,百度音乐:新歌TOP100
面具,Star4,百度音乐:新歌TOP100
顽石,林峰,百度音乐:新歌TOP100
预感,周笔畅,百度音乐:新歌TOP100
预谋,许佳慧,百度音乐:新歌TOP100
领悟,关喆,百度音乐:新歌TOP100
领悟,张杰,百度音乐:新歌TOP100
风光,尚雯婕,百度音乐:新歌TOP100
风声,黄晓明,百度音乐:新歌TOP100
风度,汪苏泷,百度音乐:新歌TOP100
风景,曾轶可,百度音乐:新歌TOP100
风象,钟欣桐,百度音乐:新歌TOP100
飞天,凤凰传奇,百度音乐:新歌TOP100
飞舞,"信乐团,王冰洋",百度音乐:新歌TOP100
飞花,刘恺威,百度音乐:新歌TOP100
飞蛾,羽泉,百度音乐:新歌TOP100
飞鸟,满江,百度音乐:新歌TOP100
香水,何润东,百度音乐:新歌TOP100
骗子,戈锐,百度音乐:新歌TOP100
高地,汪峰,百度音乐:新歌TOP100
鱼儿,鲁向卉,百度音乐:新歌TOP100
鸟人,乌拉多恩,百度音乐:新歌TOP100
鸿雁,云杰/布仁巴雅尔,百度音乐:新歌TOP100
默认,王铮亮,百度音乐:新歌TOP100
默默,品冠,百度音乐:新歌TOP100
龙文,陈奕迅,百度音乐:新歌TOP100
龙鳞,张杰,百度音乐:新歌TOP100
？？,Eru,百度音乐:新歌TOP100
？？,？？,百度音乐:新歌TOP100
？？,Crayon Pop,百度音乐:新歌TOP100
？？,孝琳(Sistar),百度音乐:新歌TOP100
？？,"Eric Nam,？？ - Infinite",百度音乐:新歌TOP100
30 Sexy,Rain,百度音乐:新歌TOP100
A Tempo,孙佳仁,百度音乐:新歌TOP100
Bad Boy,丁克森,百度音乐:新歌TOP100
Breathe,Backstreet Boys,百度音乐:新歌TOP100
Chicago,Michael Jackson,百度音乐:新歌TOP100
Darling,梁心颐,百度音乐:新歌TOP100
Darling,Girl's Day,百度音乐:新歌TOP100
Diamond,INFINITE,百度音乐:新歌TOP100
Diamond,Infinite,百度音乐:新歌TOP100
Forever,吴建豪,百度音乐:新歌TOP100
Freedom,Nicki Minaj,百度音乐:新歌TOP100
GOOD爱,欧弟,百度音乐:新歌TOP100
Goodbye,少女时代,百度音乐:新歌TOP100
Gorilla,Bruno Mars,百度音乐:新歌TOP100
Hello-C,李玟,百度音乐:新歌TOP100
Heritor,韩国原声带,百度音乐:新歌TOP100
High歌,张玮,百度音乐:新歌TOP100
Hold Me,Tom Odell,百度音乐:新歌TOP100
I Swear,"萧敬腾,B51造音乐团",百度音乐:新歌TOP100
I Would,Henry,百度音乐:新歌TOP100
Imagine,G.E.M. 邓紫棋,百度音乐:新歌TOP100
Jealous,Beyonce,百度音乐:新歌TOP100
Joa Yo!,AOA,百度音乐:新歌TOP100
LA SONG,Rain,百度音乐:新歌TOP100
LUV XXX,Aerosmith,百度音乐:新歌TOP100
My Eyes,魏晨,百度音乐:新歌TOP100
My Life,50 Cent/Eminem/Adam Levine,百度音乐:新歌TOP100
New Day,Alicia Keys,百度音乐:新歌TOP100
Oh Baby,梁文音,百度音乐:新歌TOP100
One Way,Trans Fixion,百度音乐:新歌TOP100
Opening,华语群星,百度音乐:新歌TOP100
Problem,Ariana Grande,百度音乐:新歌TOP100
Promise,少女时代,百度音乐:新歌TOP100
