红丝带,"张敬轩,孙耀威"
红眼眶,林忆莲
红蔷薇,李倩
红蜻蜓,By2
红豆词,南方二重唱
练习题,江映蓉
给自己,光良
继续爱,飞轮海
绽放爱,潘辰
绿旋风,凤凰传奇
罗生门,罗志祥
美丽山,彭坦
美之见,蔡妍
美人鱼,鱼淼淼
美德说,大张伟
美术馆,电影原声
羽绒服,曾轶可
耀出彩,男才女貌
耀出色,曹轩宾
老婆饼,田一龙
老男孩,丽江四咖
老男孩,筷子兄弟
老阿姨,韩磊
耶咯耶,张玮
肩上蝶,金志文/汤晓菲
胭脂泪,阿悄
能不能,王麟
自己人,那英
自己人,那英+屠洪刚
自己人,那英+  屠洪刚
自由鸟,龚琳娜
臭男人,王麟
致青春,王菲
致青春,龚琳娜
致青春,东方依依
花心男,慕容晓晓
花满楼,李玉刚
苦情歌,周传雄
茉莉恋,萧敬腾
草原香,庞龙
荷里活,曹格
莲花开,央吉玛
董小姐,左立
蒲公英,范玮琪
蓝短裤,郁可唯
虹之间,金贵晟
蝴蝶吻,梁咏琪
西洲曲,宋祖英
要抱抱,王蓉
要爱爱,王麟
见习爱,武艺
让你飞,光良
记事本,"范玮琪,曾静玟"
讲不听,张韶涵
说书人,小沈阳
谁知道,蔡旻佑
谢谢侬,Hope组合
财神到,过江龙
赋别曲,周传雄
赛尔号,张杰
赤裸裸,妥云福
走四方,羽泉
超新星,黄立行
超梦幻,郑爽
超级爆,张欣奕
越人歌,宋祖英
路过爱,东来东往
近未来,苏打绿
还有你,梁佳杰
这是爱,李东海
迷人岛,孙楠
选择题,莫文蔚
逍遥行,许巍
造梦者,李炜
遇江南,杨钰莹
那一世,陈翔
那些年,胡夏
那时雨,徐良
那片海,郭帅
醉相思,祁隆
醒来吧,央吉玛
野蔷薇,戴佩妮
金箍棒,龚琳娜
金钟罩,许志安
钱女友,蒋蒋
钱规则,丛浩楠
钱难赚,"柯有伦,宋健彰,黄俊郎"
锦衣卫,萨顶顶
问道情,回音哥
闹花灯,正月十五
阿修罗,尚雯婕
阿拉侬,刘德华
阿里郎,许艺娜
阿里郎,金贵晟
陀飞轮,陈奕迅
雨停曲,阿悄
雪候鸟,多亮
需要你,张靓颖
霸王命,何润东
青春祭,何韵诗
青春花,黄小琥
青菜秧,木江子组合
食为天,小沈阳
香奈儿,常石磊
马小跳,胡灵
骑大马,张铠麟
高八度,王菀之
鸿门宴,胡彦斌
麦烝玮,周杰伦
黑眼圈,汪苏泷
黑苹果,周笔畅
龙卷风,G.E.M.邓紫棋
？？？,K.Will
？？？,miss A
？？？,Jay Park
？？？,崔振赫
？？？,"Navi,Kebee"
？？？,"宣美,Lena"
？？？,防弹少年团
#Beautiful,"Mariah Carey,Miguel"
#ThatPOWER,"Justin Bieber,will.i.am"
8090的歌,张杰
Army Of Me,Christina Aguilera
Baby Maybe,少女时代
Better Man,陈明
Break Free,Scott & Rivers
Cappuccino,刘瑞琦
Con Locura,Sohanny Sua
Dear Marie,John Mayer
Easy Lover,"林志炫,萧敬腾"
Fancy Free,何耀珊
Fly My Way,林宥嘉
Greedy Man,CNBLUE
Holy Grail,"Jay-Z,Justin Timberlake"
How I Wish,梁咏琪
I Like You,GOT7
I Love You,Just
I Love You,"鬼鬼,玉泽演"
I'm A Mess,Ed Sheeran
LETTING GO,JYJ
Last Romeo,
Le miracle,C&eacute;line Dion
Love Hurts,李敏镐
Loving You,金志文
Loving You,Michael Jackson
Mr Lovable,刘瑞琦
Mr.Sandman,陈冠希
My Destiny,LYn
Sugar Free,T-ara
Suit & Tie,Justin Timberlake
Super Star,艾菲
Superpower,"Beyonce,Frank Ocean"
Talk Dirty,Jason Derulo
Talk Dirty,"Jason Derulo,2 Chainz"
Talk To Me,？？？
The Shadow,宝儿
Wastelands,Linkin Park
Who We Are,Boyzone
You And Me,王若琳
get it hot,mic男团
hold不住,谭维维
lemon tree,王若琳
lucky boys,至上励合
talk to me,twins
伤+患者,李代沫
你好吗!,易桀齐
北京City,"苏醒,鲁赛赛"
她 (Live),王思远
忐忑+Bad,张玮
恋曲1980,陶喆
恋曲1990,品冠
恋曲2012,曾轶可
我的MIDI,金志文
我能CHUA,马飞
房间1501,李霄云
"爱,复活",李小璐
爱你1314,正月十五
画 (Live),赵雷
站台2010,杨坤
谁Control,韩庚
？ ？？,文明真
？ ？？,？？？
？？？2,Cold Cherry
"23秒,32年",尚雯婕
7岁 (7？),JYJ
AOAEO出发,李宇春
Black Pearl,EXO-K
Brutal Love,Green Day
Coffee shop,CNBLUE
Cruel World,Lana Del Rey
DJ万万岁,王绎龙
Dear Friend,阿来
Double Face,谢容儿
Double Kiss,朴正炫
Future Wife,Phantom
Glowing Sun,彭青
Good As You,张铠麟
HOW ARE YOU,东方神起
Hello Hello,张根硕
I Feel Good,吉克隽逸
I Got A Boy,少女时代
I'm A Freak,Enrique Iglesias
It’s Over,李夏怡
Jaeger Tech,Tom Morello
LIKE A SOAP,东方神起
Let Me Know,CNBLUE
Let's Vogue,吉克隽逸
Lotus Intro,Christina Aguilera
Love Letter,Kara
Love On Top,艾菲
Lovely Girl,5live
Pacific Rim,Tom Morello
Ringa Linga,太阳(BIGBANG)
Secret Love,"？？,Outsider"
Set Me Free,TAEYEON
Sing It Out,戴佩妮
Smile Again,KCM
Stars Dance,Selena Gomez & The Scene
Summer Time,"吉克隽逸,Snoop Dogg"
Super Woman,"萧敬腾,肖洒"
Tell Me Why,Toheart(WooHyun&Key)
The Monster,"Eminem,Rihanna"
Trespassing,Adam Lambert
We are Love,IL Volo
Without You,"黄绮珊,The One"
baby sister,曾轶可+李霄云
be with you,潘玮柏/akon
glee sunday,给力小子
why me 2010,李宇春
喝酒Blues,张岭
失恋Style,丁丁
有Me就好,alan
江南Style,Psy
爱·转弯,王子鸣
看我72变,陶喆
Ain't Nobody,HA:TFELT
Boom Bi Boom,S翼乐团
Brand New Me,Alicia Keys
"C'mon, C'mon",One Direction
Can’t Stop,CNBLUE
Clueless Boy,陈妍希
Diamond Girl,CNBLUE
Encore La La,郭静
End of Night,Dido
Endless Love,"萧敬腾,吴琼"
FLOWER POWER,少女时代
Face The Sun,James Blunt
Forever Road,曾轶可
Gipsy Danger,电影原声
Good Tonight,GOT7
Gwiyomi song,Hari
HERE I STAND,东方神起
HK Superstar,欧阳靖
In Your Eyes,杨丞琳
Intro (Rise),太阳
It's My Life,熊汝霖
Love Someone,
Love Someone,Jason Mraz
Love Supreme,李珉宇
Moopa 暮趴,黄晓明
My Love Song,My Little Memory
Ready or not,杨千嬅
Run (奔跑),EXO-M
Running Away,周笔畅
Stay With Me,"太阳,G-Dragon"
Troublemaker,Olly Murs/Flo Rida
What Is Love,Janelle Monae
Who You Love,"John Mayer,Katy Perry"
burning gold,Christina Perri
dancing girl,马赛克乐队
in the ocean,"梁晓雪,魏如萱"
in the ocean,魏如萱+梁晓雪
一万光年,胡彦斌
一丝不挂,陈奕迅
一代天骄,张芸京
一半一半,吴克群
一吻天荒,胡歌
一夜惊喜,范冰冰&李治廷
一夜惊喜,"范冰冰,李治廷"
一念执着,胡歌
一把年纪,林永健
一无所有,刘明辉
一无所有,"陈羽凡,陈俊豪"
一点一点,李宇春
一生一世,方力申
一生所爱,舒淇
一生无悔,高安
一直相爱,许志安
一直都在,蔡卓妍
一直都在,郭富城
一眼初春,"孙子涵,Xun,常定晨,小峰峰"
一瞬之光,a-lin
一肩之隔,秦岚
一见钟情,李晟
一见钟情,李炜
一见钟情,"柳岩,黄灿盛"
一触即发,炎亚纶
一言难尽,"陈羽凡,陈俊豪"
一起老去,"薛凯琪,陈意涵,杨子姗"
一起跳舞,海龟先生
一起长大,秦勇
一路挺你,羽泉
一路落花,满江
一路高飞,妞妞（好声音学员）
一追再追,郑秀文
一页台北,郭采洁
一首心歌,吉克隽逸
一首情歌,任重
一首情歌,姚笛
七号公路,飞儿乐团
七夕情缘,斯琴高丽
万有引力,汪苏泷
三十好几,张信哲
三十而立,胡彦斌
三天三夜,"歌浴森,张玮"
三天三夜,歌浴森/张玮
三寸天堂,严艺丹
上帝包邮,崔子格
下一个我,炎亚纶
不像情歌,小贱
不再联系,"夏天Alex,崔子格"
不再联系,"崔子格,夏天Alex"
不只有缘,张学友
不如今晚,"陈慧琳,郑伊健,梁家辉"
不屑悲伤,戴爱玲
不弃不离,羽泉
不忘初心,李行亮
不想你走,王洋
不想放手,井柏然
不想醒来,潘玮柏
不懂自己,Karey天天
不敢爱你,杨坤
不是故意,by2
不爱也罢,张玮
不留纪念,周觅
不盲不爱,"刘德华,郑秀文"
不知去向,梁博
不离不弃,艾歌
与爱为邻,范玮琪
且听风吟,陈楚生
世外桃源,许巍
世界看我,刘力扬
两道彩虹,刘忻
中国范儿,玖月奇迹
临崖勒马,谢安琪
临时演员,黄渤
为你伤怀,蓝雨
为你钟情,卫兰
为梦痴狂,"常石磊,孙伯纶,于超颖,霍尊,郭一帆"
为梦而来,张玮
为梦而狂,"关喆,茜拉"
为爱启丞,杨丞琳
为爱感动,李宇春
为爱放手,许鹤缤
为爱犯贱,沈世爱
为爱相随,"韩雷,路默依"
九个太阳,周晓鸥
九月鹰飞,"李治廷,黄龄"
也许明天,孙伯纶
也许明天,曾一鸣
乱世佳人,张继聪
二人同行,郭美美
二话西游,徐誉滕
云淡风轻,平安
五环之歌,"王麟,南城二哥"
亲密爱人,"胡海泉,田斯斯"
人人弹起,Twins
什么什么,尚雯婕
今生今世,张杰
从头再来,孙楠
从心跳跃,周韦彤
从爱发落,罗志祥
他不是你,钟舒漫
他不爱我,金莎
他的唯一,陈思成
他说的谎,庄心妍
会飞的贼,曾轶可
传世乐章,汪苏泷
传奇罪人,李克勤
伤心旅客,曹方
似火年华,李宇春
你不是说,程晨
你不爱我,郁可唯
你在哪里,张婧
你在哪里,张杰
你幸福吗,二手玫瑰
你怎么看,蓝雨
你是女生,80年代组合
你曾说过,多亮
你最醒目,苏醒
你本出色,张铠麟
你爱我吗,毛宁
你的微笑,侯磊
你的样子,齐秦
你的眼泪,许美静
你的眼睛,"陈羽凡,米可"
你的背包,多亮
你的背包,陈奕迅
你要的爱,许明明
你让我懂,陈慧琳
你说的对,李霄云
依然是你,胡彦斌
依然相信,马健南
侠侣神雕,张宇
保龄男孩,电影原声
倩女幽魂,张国荣
倾国倾城,莫文蔚
傻傻爱你,李晟
傻瓜旅行,桂雨濛
像个孩子,侯磊
像个孩子,"张恒远,汪峰"
像我这样,郭静
兄弟一起,胡志辉
兄弟难当,杜歌
光辉岁月,刘威煌
光辉岁月,陈奕迅
入戏太深,郑源
全城热恋,bobo
全新飞翔,蔡琴
全球变冷,许嵩
六号包厢,袁成杰
六月飞霜,陈奕迅
关于结束,至上励合
兽血沸腾,弦子
再见昨天,刘忻
写一首歌,张韶涵
军港之夜,孟文豪
冬天来了,曹扬
凌晨两点,李健
减什么肥,郑志立
凤凰于飞,刘欢
凭什么说,刘心
出人头地,伊犁哈穆
刀剑如梦,平安
刀锋偏冷,李宇春
分手分手,
分手分手,苏永康
分手天才,
分身情人,魏晨
利柏拉契,潘玮柏
别无所求,刘怡君
前任女友,黄雅莉
剧情杀青,孙子涵
劫后余生,胡彦斌
劫后余生,萧亚轩
劲歌金曲,古巨基
勇敢一点,弦子
勇敢一点,曾轶可
勇敢勇敢,黄勇
勇敢爱情,刘涛
勇敢远行,陈彦妃
勿忘心安,张杰
北京一夜,林军
北京一夜,张韶涵
北京北京,James
北京北京,"梁博,黄勇"
北京北京,梁博/黄勇
北京巷弄,徐良
北京青年,跳水姑娘
千年之恋,"呼斯楞,央吉玛"
千方百计,魏晨
半城烟沙,许嵩
半熟恋人,袁咏琳
华丽战场,李欣汝
单人季节,"单色凌,伽菲珈而"
单打独斗,丁克森
单身情歌,"陈羽凡,陈俊豪"
单身美好,郭静
南屏晚钟,"胡海泉,范玮琪"
南海姑娘,刘惜君
南雁北飞,陈宇
占爱为王,罗志祥
卡布奇诺,颜羽
印象大海,陈楚生
原来有你,"郑源,郑东"
原来的我,"范玮琪,曾静玟"
友情岁月,黄晓明/余文乐/阮经天
友情岁月,黄晓明
友爱十年,twins
双城印象,满文军
另眼相看,萧煌奇
只因为爱,沙宝亮
只得一生,罗大佑
可歌可泣,容祖儿
可爱万岁,s.h.e
各自幸福,苏永康
同桌的你,胡夏
后会无期,徐良
后会无期,G.E.M.邓紫棋
吟游诗人,陈奕迅
听你听我,张杰
听傲江湖,郭富城
听见了吗,卢广仲
告别娑婆,陈奕迅
告别飞行,陶喆
呼吸需要,杨千嬅
哎呀咿呀,陈奕迅
哭不出来,陶喆
哭不出来,刘威煌
哭笑不得,阿悄
唤醒时空,羽泉
唯有兄弟,庞龙
唱到响亮,多诺组合
喜欢孤独,陈乔恩
嗨嗨人生,张震岳
四季列车,周杰伦
四度空间,棒棒堂
四海一家,群星
回不去了,信乐团
回到最初,蔡淳佳
回家的路,"曾一鸣,尹熙水,金贵晟"
回心转意,周晋进
因为爱情,陈奕迅
因你而来,李晓
国色天香,李玉刚
圣女不败,杨千嬅
在我怀里,方炯镔
在束河里,谭维维
城市之窗,张韶涵
城市人间,"周笔畅,陈珊妮"
墨绿指甲,戚薇
备份人生,炎亚纶
夏花秋叶,梁咏琪
多么爱你,零点乐队
多余的我,炎亚纶
多喜欢你,小贱
多莉宝贝,童可可
夜(live版),刘欢
夜夜夜夜,陈楚生
夜夜夜夜,金池/熊天平
大城小爱,李祥祥
大彻大悟,徐一鸣
大爱感动,谢安琪
大笑江湖,小沈阳
大闹天宫,"毕夏,张恒远"
天使的爱,路默依
天地问剑,阿兰
天天想你,"萧敬腾,林惠敏"
天天想你,"满文军,南方二重唱"
天气先生,方大同
天籁怒江,阿普萨萨
天耀中华,姚贝娜
天耀中华,徐千雅
天蓝如海,平安
天都黑了,本兮
天长地久,陈楚生
天雷地火,萧亚轩
天马行空,周国贤
天高地厚,林军
太多太多,莫文蔚
失恋旁白,许志安
失恋无罪,陈一玲
失窃之物,戚薇
头发湿的,中国星力量学员
奇经八脉,邰正宵
女人如花,周华健
女王诱惑,慕容晓晓
她 (新编),马上又
好不容易,张靓颖
好为仁师,"周晋进,励敏"
好像爱情,张信哲
好好先生,洪卓立
好好就好,何润东
好挤好挤,阿悄
好的事情,严爵
如果可以,李健
如果现在,王麟
如此珍惜,黄征
如此珍惜,"黄征,张歆艺"
妄想之夜,阿悄
妙手空空,成龙/周华健/张震岳
娜写年华,谢娜
守护天使,"陈宇浩,西单女孩"
完美心跳,汪东城
完美英雄,阿杜
客官有爱,苏仨
害怕孤独,宇桐非
家在东北,韩传忠
家的味道,庞龙
寂寞先生,刘悦/曹格
寂寞旅行,文杰
寂寞星球,林峰
寂寞河流,王澜霏
寂寞难耐,刘明辉
寂静森林,苏丹
对爱期待,顺子
对爱渴望,封语
封面恋人,魏晨
小三前传,冷漠
小三外传,冷漠
小小蚂蚁,潘玮柏
小镇姑娘,胡彦斌
小题大做,李克勤
就去爱吧,陈晓东
就是现在,陈楚生
山高水长,陈楚生
岁月如今,沈庆
左右为难,"陈羽凡,黄永卓"
巴黎夜雨,孙子涵
平凡之路,朴树
幸福事小,倪安东
幸福宣言,"孙楠,罗中旭"
幸福家乡,"李玉刚,安与骑兵"
幸福朝阳,丁晓红
幸福来了,"光良,江美琪"
幸福流年,刘涛
幸福牵手,孙楠
幸福百米,8090
幸福的糖,许慧欣
幸福预兆,杨丞琳
幸福额度,苏打绿
幸运大门,郭顶
幸运符号,TFBOYS
幻与幻想,赵薇
广深公路,黄耀明
开盘大吉,李贵府
开门大吉,凤凰传奇
张灯结彩,皆大欢喜
张灯结彩,"阿宝,王二妮"
当我走过,张恒远
彩虹天使,香香
往前一步,孟非
微笑上海,群星
微笑的人,胡夏
心中的花,韩雪
心升明月,李健
心的旅程,谭晶
心的节奏,G.E.M.邓紫棋
心碎北京,满江
心肝宝贝,任贤齐
忍痛割爱,冷漠
忘了怎么,郭富城
快乐是福,苏小龙
快乐眼泪,泳儿
快乐舞曲,丁晓红
快门慢舞,"Darren,李心艾"
忽然之间,苏醒
忽然之间,炎亚纶
怀念战友,张赫宣
怎么会哭,张栋梁
怎么能够,羽泉
怒江之战,羽泉
怜香惜玉,蔡卓妍
总有一天,林晓培
恋了爱了,严宽
恋爱料理,周笔畅
恋爱涟漪,林一峰
情深意长,央吉玛
情深意长,吉克隽逸
情非得已,"庾澄庆,李敏镐"
惊鸿一面,"许嵩,黄龄"
惯性冬眠,钟欣桐
想你的夜,关喆
想你的夜,茜拉
想你的笑,田亮
想唱就唱,TFBOYS
想念真好,汪峰
想象之中,许嵩
愚人快乐,陈奕迅
愚人码头,金贵晟
戏曲忐忑,龚琳娜
我不再怕,梁心颐
我不够好,陈伟霆
我不甘心,帅霖
我不能哭,莫艳琳
我不难过,品冠
我不难过,吴克羣
我不难过,"曾静玟,胡维纳"
我不需要,邱振哲
我们之间,twins
我们很好,林峰
我们的歌,尚雯婕
我们的爱,"陈羽凡,韦婕"
我和我们,麦子杰
我回来了,阿兰
我在这里,李宇春
我好想你,苏打绿
我就是我,ella陈嘉桦
我很快乐,刘惜君
我很认真,歌浴森
我曾有梦,迪克牛仔
我最摇摆,"贾剑龙,耀乐团"
我没改变,张韶涵
我爱的你,"严宽,杜若溪"
我的兄弟,汤潮
我的神奇,周笔畅
我的秘密,邓紫棋
我的翅膀,崔天琪
我的舞台,张杰
我的英雄,常石磊
我等的人,曹轩宾
我给的爱,"萧敬腾,田雨莫"
我能给的,吴克群
我要快乐,曾一鸣
我要快乐,朱婧佳
我要给你,庾澄庆/吴莫愁
我让你飞,高维那
我需要你,满文军
战争世界,姚贝娜
战神联盟,SPT乐队
把你宠坏,正月十五
把心拉近,吴克群
报告老板,"白客,小爱,子墨,本煜"
拆弹专家,华晨宇
拉过勾的,陆虎
拒绝再玩,吴克羣
拥有未来,崔子格
挥之不去,范逸臣
捍卫阳光,唐嫣
放低过去,钟欣桐
放手去爱,尹熙水
放过自己,陈柏宇
放马山歌,阿普萨萨
故乡山川,李健
故乡的云,韩红
故乡的云,"刘明辉,扎西顿珠"
故作镇定,回音哥
救赎之旅,许巍
敢不敢爱,何洁
敢不敢爱,胡歌
文化中国,丁晓红
断桥离情,姚贝娜
新兵日记,许飞
新套马杆,乌兰托娅
新的开始,万茜
方圆几里,薛之谦
无&bull;果,严艺丹
无事生非,田馥甄
无人之境,陈奕迅
无人像你,单色凌
无可奉告,
无可奉告,苏永康
无声情歌,"辛晓琪,齐秦"
无声电影,崔琰
无心睡眠,张国荣
无所不在,吴莫愁
无法原谅,李佳璐
无法逃脱,张恒远
无聊的狠,"关喆,郭涛,高虎"
无限之城,陈奕迅
日日月月,陈明
时光隧道,陈奕迅
时间煮雨,吴亦凡
时间煮雨,郁可唯
明天以后,戴佩妮
明明爱你,林凡
春夏秋冬,林一峰
春天责备,陈升
春暖花开,伊能静
春花秋叶,梁咏琪
是否继续,李晓
晚安的话,周笔畅
晴天娃娃,旺福
曾经的你,刘明辉
曾经的你,许明明
最佳听众,"韩庚,萧亚轩"
最后情人,容祖儿
最深的痛,一加一组合
最痛的人,安东阳
最近好吗,金莎
月亮传奇,苏月
月亮天使,谭维维
月光妈妈,杨宗纬
月光晴朗,马天宇
月光爱人,曾一鸣
月光爱人,萨顶顶
有借有还,陈伟霆
有时候爱,品冠
朋友是山,星阁
朝思暮想,张靓颖
期待，爱,卓文萱
极光之恋,韦海涛
某个心跳,本兮
柳暗花明,王菀之
桃色冒险,容祖儿
桃花奇缘,朱梓骁
梦中情人,郑源
梦之浮桥,尚雯婕
梦想的窗,乔任梁
梦的堡垒,蒋瑶嘉
梦的怒放,魏晨
梦的眼睛,胡彦斌
欲望都市,谢华
此时此刻,许巍
此时此刻,薛凯琪
死心塌地,秦妮
死皮赖脸,阿悄
残缺的歌,王啸坤
比较幸福,孙燕姿
毕业卡片,张铠麟
永不止步,梁博
永远相信,陈慧琳
江湖再见,胡彦斌
没离开过,郭帅
油画姑娘,张伯宏
泪光翅膀,蓝正龙
活出美丽,尚雯婕
活的美好,孙楠
流星无悔,周晓鸥
浪人情歌,许茹芸
海宝来了,张韶涵
海洋天堂,桂纶镁
海阔天空,陶喆
海阔天空,王珊珊
海阔天空,邓小坤
海阔天空,邓晓坤
海阔天空,"丁泽强,卢望"
深黑的河,棉花糖
淹死的鱼,李宇春
温柔心愿,李易峰
港边男儿,卢广仲
滚滚红尘,香香
满满的爱,满文军
滴答滴答,张睿
漂在北京,汤潮
火宅之人,郑秀文
灵魂化石,家家
点亮未来,"张靓颖,金秀贤,张杰,噶丽娅"
烟花翩翩,胡杨林
热能放送,林峰
爱上你了,"张柏芝,黄维德"
爱不在焉,星弟
爱与妒忌,阿悄
爱你没错,张信哲
爱你的人,萧煌奇
爱在发烧,莫龙丹
爱在春天,张恺彤
爱在边缘,信
爱小于三,陈威全
爱就是手,阿兰
爱就爱吧,路阳阳
爱很简单,"萧敬腾,唐一嘉"
爱恨恢恢,周迅
爱情地图,杨幂
爱情天敌,安心亚
爱情年轮,张津涤
爱情的枪,陈升
爱情限定,刘若英
爱情限定,纯音乐
爱成叹息,冷漠
爱我别走,木江子组合
爱我别走,"范玮琪,王矜霖"
爱我恨我,吴克羣
爱无反顾,姚贝娜
爱是你我,"李维真,谢丹"
爱是你我,李维真/谢丹
爱是怀疑,刘瑞琦
爱是怀疑,赌一把组合
爱是涌恒,凤凰传奇
爱爱不爱,王蓉
爱爱爱爱,吴莫愁
爱的习惯,侧田
爱的供养,杨幂
爱的出口,张娜拉
爱的力量,旭日阳刚王旭
爱的勇气,曲婉婷
爱的旅程,那英
爱的神话,李慧珍
爱的箴言,黄绮珊
爱的翅膀,韩庚
爱的雷达,兄弟联
爱终人散,范冰冰
爱过留情,"崔子格,刘雨潼"
爸比宝贝,"崔天琪,钟伟强"
独一无二,BY2
猛龙过江,筷子兄弟
猫鼠游戏,"阿雅,张馨予,刘怡君,刘凡菲,黄一琳"
玩转世界,俞思远
玫瑰人生,"苏菲·玛索,刘欢"
现在开始,本兮
生命的河,姚贝娜
生命阳光,解小东
生如夏花,MIC
生理时钟,罗志祥
电影票根,郑虹
男人好难,"沙宝亮,黄渤"
男人真累,张嘉洵
男孩别哭,海龟先生
男孩的梦,陈楚生
男左女右,男才女貌
画(live版),赵雷
畅爽开怀,王力宏
痛也爱你,张芸京
百年轮回,冯绍峰
相信未来,巫启贤
相信爱情,庄心妍
相爱有时,尚雯婕
相见恨晚,彭佳慧
真爱无敌,BY2
破晓以后,张靓颖
碳粉知己,"周艳泓,师鹏"
祝你平安,金志文
祝我幸福,张宇
离不开你,孙楠
离不开你,邓小坤
离家以后,胡夏
离开以后,韦海涛
离爱不远,张宇
秋天的风,"郑源,郑东"
秋日物语,斯琴高丽
空谷幽兰,许巍
穿越人海,张杰
穿越火线,谢霆锋
突然心动,陈晓东
笔墨登场,胡彦斌
等你爱我,金池
等你爱我,陈宇
等你爱我,陈奕迅
等你爱我,王琪玮/多亮
等你爱我,"邓小坤,郭帅"
等待绽放,高宇
策马奔腾,凤凰传奇
简简单单,蔡卓妍
类似爱情,萧亚轩
红尘情歌,高安
纯真年代,李宇春
纯金打造,萧敬腾
终于明白,动力火车
经典爱情,邰正宵
给力青春,天娱群星
