歌曲id,歌曲名,歌手名,,,,,,,
35366703 ,其实都没有,杨宗纬,,,,,,,
1057541 ,世界第一等,刘德华,,,,,,,
35269260 ,天下的姐妹,"徐千雅,凤凰传奇",,,,,,,
1007085 ,Di Da Di,李玟,,,,,,,
11779364 ,孤独患者,陈奕迅,,,,,,,
18620694 ,囚鸟,G.E.M.邓紫棋,,,,,,,
5961739 ,十一年,邱永传,,,,,,,
1010926 ,想把我唱给你听,"老狼,小柯,曹芳,王筝",,,,,,,
704086 ,心太软,任贤齐,,,,,,,
602998 ,童话,光良,,,,,,,
477751 ,西海情歌,降央卓玛,,,,,,,
86718006 ,白月光,孟楠,,,,,,,
64417153 ,山丘,李宗盛,,,,,,,
1069535 ,风中有朵雨做的云,孟庭苇,,,,,,,
87875196 ,动人的传说,杭娇,,,,,,,
10519374 ,我的好兄弟,"小沈阳,高进",,,,,,,
1686649 ,知足,五月天,,,,,,,
106202123 ,爱无反顾,姚贝娜,,,,,,,
116038182 ,女王驾到,尚雯婕,,,,,,,
13139228 ,哭砂,张惠妹,,,,,,,
1103789 ,天下,张杰,,,,,,,
290008 ,我只在乎你,邓丽君,,,,,,,
91009739 ,爱无反顾,姚贝娜,,,,,,,
64563422 ,无法逃脱,张恒远,,,,,,,
2049968 ,失恋阵线联盟,草蜢,,,,,,,
5740041 ,小三,冷漠,,,,,,,
1137385 ,江南,林俊杰,,,,,,,
106093765 ,拯救2013再生版,成龙,,,,,,,
121078803 ,牵挂你的人是我,郑源,,,,,,,
23149293 ,我的歌声里,李代沫,,,,,,,
85195904 ,昨夜星辰,邓丽君,,,,,,,
1002833 ,连续混音精选60分钟,罗百吉,,,,,,,
87603300 ,自由,李琦,,,,,,,
913288 ,当我孤独的时候还可以抱着你,郑源,,,,,,,
121489190 ,我从来没有去过纽约,筷子兄弟,,,,,,,
44900318 ,我的小宝气,"沈丹丹,郑源",,,,,,,
1076155 ,月亮代表我的心,邓丽君,,,,,,,
68779507 ,我的天空,南征北战,,,,,,,
350595 ,美丽的草原我的家,降央卓玛,,,,,,,
113276731 ,张灯结彩,"阿宝,王二妮",,,,,,,
213508 ,阳光总在风雨后,许美静,,,,,,,
10206656 ,囚鸟,彭羚,,,,,,,
266069 ,不要说话,陈奕迅,,,,,,,
116646128 ,卷珠帘,"霍尊,费玉清",,,,,,,
107592133 ,爱情发的光,吉克隽逸,,,,,,,
508717 ,十送红军,刀郎,,,,,,,
1137743 ,喜欢你,Beyond,,,,,,,
7297137 ,潇洒走一回,叶倩文,,,,,,,
106080975 ,十二月的奇迹 (Miracles in December),EXO,,,,,,,
13931974 ,老公让我为你捶捶背,"崔子格,老猫",,,,,,,
918084 ,倔强,五月天,,,,,,,
108433203 ,爱了一辈子,庞龙,,,,,,,
20724058 ,为爱痴狂,金志文,,,,,,,
5915255 ,一生有你,水木年华,,,,,,,
123337960 ,我们都是孤独的,华晨宇,,,,,,,
1165152 ,美丽的草原我的家,刀郎,,,,,,,
107072756 ,We'll Be There,平安,,,,,,,
38284768 ,离开这个地方,许诺,,,,,,,
1011218 ,外面的世界,齐秦,,,,,,,
2126014 ,水手,郑智化,,,,,,,
746129 ,光辉岁月,Beyond,,,,,,,
106268022 ,?????,朴正炫,,,,,,,
34585238 ,你抱着我哭,高安,,,,,,,
2046843 ,遥远的她,陈奕迅,,,,,,,
2116702 ,曾经的你,许巍,,,,,,,
34185461 ,空白格,杨宗纬,,,,,,,
538052 ,爱情买卖,慕容晓晓,,,,,,,
15418739 ,hold不住的爱,"龙梅子,老猫",,,,,,,
1036945 ,Since U Been Gone,Kelly Clarkson,,,,,,,
43712590 ,唐人,孙子涵,,,,,,,
5738289 ,她说,林俊杰,,,,,,,
8513530 ,光芒,凤凰传奇,,,,,,,
39389671 ,爱与妒忌,阿悄,,,,,,,
1385923 ,故乡的原风景,宗次郎,,,,,,,
119548568 ,Dance To The Music,李宇春,,,,,,,
711594 ,开始懂了,孙燕姿,,,,,,,
28788749 ,战争世界,黑白,,,,,,,
1820279 ,相思的债,陈瑞,,,,,,,
2003014 ,Young For You,GALA,,,,,,,
120908481 ,朋友圈 (专辑版),王麟,,,,,,,
1250574 ,让我欢喜让我忧,周华健,,,,,,,
39400550 ,四季,"庞龙,吴碧霞",,,,,,,
5956126 ,懂你,满文军,,,,,,,
7316935 ,龙卷风,周杰伦,,,,,,,
9506370 ,唐古拉,王麟,,,,,,,
12539998 ,在心里从此永远有个你,"高安,牧羊",,,,,,,
12321170 ,天后,陈势安,,,,,,,
119383634 ,Love Love Love (梦中梦),EXO-M,,,,,,,
10367215 ,过家家,小蓓蕾组合,,,,,,,
205846 ,你到底爱谁,刘嘉亮,,,,,,,
24492803 ,洋葱,平安,,,,,,,
5835631 ,大笑江湖,小沈阳,,,,,,,
211857 ,披着羊皮的狼,刀郎,,,,,,,
318359 ,漫步人生路,邓丽君,,,,,,,
8517151 ,Yesterday Once More,Carpenters,,,,,,,
85800632 ,She's Gone,赵晗,,,,,,,
229114 ,记得,张惠妹,,,,,,,
121223555 ,破晓以后,张靓颖,,,,,,,
10549475 ,高原蓝,乌兰图雅,,,,,,,
33950878 ,We Are Never Ever Getting Back Together,Taylor Swift,,,,,,,
430771 ,美丽世界的孤儿,汪峰,,,,,,,
120089595 ,藏在记忆里的歌,庞龙,,,,,,,
223404 ,寂寞在唱歌,阿桑,,,,,,,
119666161 ,做你心上的人（520告白版）,唐古,,,,,,,
13986613 ,雨中漫步,The Daydream,,,,,,,
12313247 ,天籁之爱,"容中尔甲,旺姆",,,,,,,
5722882 ,人间,王菲,,,,,,,
10509856 ,依然爱你,王力宏,,,,,,,
37012395 ,小情歌,苏打绿,,,,,,,
354865 ,漫步人生路,邓丽君,,,,,,,
119363573 ,泡沫,简红,,,,,,,
498148 ,没有情人的情人节,孟庭苇,,,,,,,
100495142 ,真的假的,陶晶莹,,,,,,,
40738462 ,Young And Beautiful,Lana Del Rey,,,,,,,
69751908 ,一眼瞬间,"李琦,林芯仪",,,,,,,
12540505 ,我是否也在你心中,高安,,,,,,,
629394 ,踏浪,徐怀钰,,,,,,,
501544 ,你不知道的事,王力宏,,,,,,,
119811111 ,阴天快乐,陈奕迅,,,,,,,
121535467 ,陪你一辈子,凤凰传奇,,,,,,,
69751789 ,Hey Jude,"钟伟强,毕夏",,,,,,,
7302565 ,Beautiful Love,蔡健雅,,,,,,,
309610 ,偏爱,张芸京,,,,,,,
392535 ,离歌,信乐团,,,,,,,
862026 ,采红菱,邓丽君,,,,,,,
113153277 ,倍儿爽,大张伟,,,,,,,
309877 ,忘记你我做不到,张学友,,,,,,,
122611639 ,弹指一挥间,许嵩,,,,,,,
663563 ,盛夏的果实,莫文蔚,,,,,,,
360662 ,写不完的温柔,G.E.M.邓紫棋,,,,,,,
217511 ,全是爱,凤凰传奇,,,,,,,
14919656 ,Good Time,"Owl City,Carly Rae Jepsen",,,,,,,
119933919 ,With You,"周笔畅,Epik High",,,,,,,
613103 ,爱如潮水,张信哲,,,,,,,
10493721 ,世上只有妈妈好,小蓓蕾组合,,,,,,,
774012 ,我真的受伤了,张学友,,,,,,,
287962 ,你怎么说,邓丽君,,,,,,,
1668096 ,你的微笑,飞儿乐团,,,,,,,
292394 ,无情的情书,动力火车,,,,,,,
2488100 ,为爱痴狂,刘若英,,,,,,,
2111305 ,心经,王菲,,,,,,,
43700685 ,小烦恼没什么大不了,许嵩,,,,,,,
10071457 ,More Than Words,Extreme,,,,,,,
87856866 ,你的我的,梁博,,,,,,,
7315692 ,西海情歌,刀郎,,,,,,,
1026366 ,沉默是金,张国荣,,,,,,,
674744 ,谢谢你的爱,刘德华,,,,,,,
23224364 ,漂洋过海来看你,李宗盛,,,,,,,
121223588 ,爱你没错,张信哲,,,,,,,
14875093 ,一亿个伤心,蒙面哥,,,,,,,
85800628 ,谁的眼泪在飞,金润吉,,,,,,,
962968 ,恭喜发财,刘德华,,,,,,,
229485 ,小小的太阳,张宇,,,,,,,
438598 ,突然想起你,萧亚轩,,,,,,,
121972137 ,花泪,栋梁,,,,,,,
14849746 ,哥哥妹妹要安慰DJ版,"何龙雨,孙语诺",,,,,,,
718133 ,你的背包,陈奕迅,,,,,,,
10204540 ,恰似你的温柔,蔡琴,,,,,,,
2914952 ,You Belong With Me,Taylor Swift,,,,,,,
46314676 ,一眼初春,"孙子涵,Xun,常定晨,小峰峰",,,,,,,
1183139 ,无情的雨无情的你,齐秦,,,,,,,
44805341 ,安和桥,宋冬野,,,,,,,
7333668 ,来生缘,刘德华,,,,,,,
5902800 ,漂洋过海来看你,娃娃,,,,,,,
310810 ,一万个理由,郑源,,,,,,,
116772736 ,Dare (La La La),Shakira,,,,,,,
1329239 ,小酒窝,"林俊杰,蔡卓妍",,,,,,,
109842473 ,等你来疼我,平安,,,,,,,
227003 ,我如此爱你,汪峰,,,,,,,
69135359 ,A.I.N.Y.,邓紫棋,,,,,,,
5442951 ,午夜Dj,王绎龙,,,,,,,
10489236 ,火红的萨日朗,乌兰托娅,,,,,,,
228209 ,凡人歌,李宗盛,,,,,,,
84995823 ,舞女泪,邓丽君,,,,,,,
291565 ,遇上你是我的缘,央金兰泽,,,,,,,
7313947 ,小城故事,邓丽君,,,,,,,
27852595 ,私奔,梁博,,,,,,,
101638279 ,生命像块石头,杨坤,,,,,,,
118333145 ,70后,庞龙,,,,,,,
71284769 ,秋天的风,"郑源,郑东",,,,,,,
223432 ,曹操,林俊杰,,,,,,,
1051479 ,跳伞,纯音乐,,,,,,,
5955489 ,初雪,Bandari,,,,,,,
254271 ,你不是真正的快乐,五月天,,,,,,,
10357938 ,Sleep With You,Egil Olsen,,,,,,,
521408 ,独家记忆,陈小春,,,,,,,
974156 ,精忠报国,屠洪刚,,,,,,,
109930378 ,想神马有神马,"李代沫,吴莫愁",,,,,,,
5836818 ,母亲,阎维文,,,,,,,
1479968 ,Gee,少女时代,,,,,,,
843921 ,You Raise Me Up,Westlife,,,,,,,
66635484 ,你是我最爱的女人,冷漠,,,,,,,
23687751 ,真英雄,张卫健,,,,,,,
53015035 ,父亲,降央卓玛,,,,,,,
33947718 ,We Are Young,"Fun.,Janelle Monáe",,,,,,,
611838 ,K歌之王,陈奕迅,,,,,,,
1545199 ,K歌之王(国语),陈奕迅,,,,,,,
7338454 ,我一见你就笑,邓丽君,,,,,,,
211505 ,明天过后,张杰,,,,,,,
114019978 ,群发的我不回,郝云,,,,,,,
13138928 ,解脱,张惠妹,,,,,,,
123030146 ,泪河,希亚zya,,,,,,,
1007164 ,I Believe I Can Fly,R. Kelly,,,,,,,
120905836 ,爱吧,崔天琪,,,,,,,
10404950 ,火力全开,王力宏,,,,,,,
84766259 ,白狐,谢容儿,,,,,,,
52476082 ,泡沫,G.E.M.邓紫棋,,,,,,,
1208396 ,万物生（中文版）,萨顶顶,,,,,,,
7280027 ,屋顶,"周杰伦,温岚",,,,,,,
1166063 ,天使的翅膀,安琥,,,,,,,
84979379 ,最浪漫的事,邓丽君,,,,,,,
5723822 ,时间都去哪儿了,王铮亮,,,,,,,
273993 ,庐州月,许嵩,,,,,,,
99895365 ,你不在北京,曹轩宾,,,,,,,
1663327 ,忘情水,刘德华,,,,,,,
458998 ,如果这就是爱情,张靓颖,,,,,,,
3481571 ,Need You Now,Lady Antebellum,,,,,,,
5965762 ,月光下的凤尾竹,葫芦丝,,,,,,,
5442943 ,电音之王,王绎龙,,,,,,,
2127433 ,隐形的翅膀,张韶涵,,,,,,,
123037993 ,如梦 (女版),毛泽少,,,,,,,
2498024 ,千百度,许嵩,,,,,,,
120816461 ,周三的情书,"蔡健雅,周三",,,,,,,
5916529 ,雨中飘荡的回忆,降央卓玛,,,,,,,
38766566 ,最痛的人,安东阳,,,,,,,
114783086 ,我是我的,张靓颖,,,,,,,
116934684 ,马航去的地方,马健南,,,,,,,
105326965 ,最美的时光,韩晶,,,,,,,
2137447 ,She,Groove coverage,,,,,,,
119340349 ,跟着你到天边,韩磊,,,,,,,
539896 ,天意,刘德华,,,,,,,
209713 ,沧海一声笑,任贤齐,,,,,,,
84768071 ,梦里的泪,张赫宣,,,,,,,
7315700 ,手心里的温柔,刀郎,,,,,,,
117197230 ,没差,吴莫愁,,,,,,,
85032403 ,爱的海洋,曲婉婷,,,,,,,
309771 ,像风一样自由,许巍,,,,,,,
109068417 ,醉相思,祁隆,,,,,,,
937400 ,暗里着迷,刘德华,,,,,,,
1317003 ,Toxic,Britney Spears,,,,,,,
428208 ,在雨中,汪峰,,,,,,,
23149277 ,High歌,张玮,,,,,,,
64563287 ,让我一次爱个够+征服+哭不出来+存在,"那英,庾澄庆,汪峰,张惠妹",,,,,,,
105368106 ,取名回忆的时光,"吴莫愁,李代沫",,,,,,,
10367217 ,看花灯,小蓓蕾组合,,,,,,,
10367218 ,麻雀与小孩,小蓓蕾组合,,,,,,,
1377108 ,思念是一种病,张震岳,,,,,,,
1256103 ,一千个伤心的理由,张学友,,,,,,,
87562151 ,我爱上了寂寞,波拉,,,,,,,
10405795 ,天龙八部之宿敌,许嵩,,,,,,,
3477433 ,Unforgivable Sinner,Lene Marlin,,,,,,,
10287598 ,欠你的太多,小贱,,,,,,,
967719 ,美丽的神话,"孙楠,韩红",,,,,,,
7351623 ,来生缘,刘德华,,,,,,,
23150123 ,爱要坦荡荡,丁丁,,,,,,,
250280 ,冬天的秘密,周传雄,,,,,,,
31094537 ,元芳 你怎么看,"冷漠,赵小兵",,,,,,,
105687912 ,贫瘠之歌,汪峰,,,,,,,
44066717 ,倔强,云朵,,,,,,,
110316903 ,画,赵雷,,,,,,,
34153256 ,倾国倾城,玖月奇迹,,,,,,,
466058 ,当爱在靠近,刘若英,,,,,,,
264893 ,半城烟沙,许嵩,,,,,,,
84929746 ,红尘情歌,男女对唱,,,,,,,
31686245 ,爱火,蓝琪儿,,,,,,,
38231329 ,送别,朴树,,,,,,,
225116 ,情人,刀郎,,,,,,,
10221403 ,The Sound Of Silence,Simon & Garfunkel,,,,,,,
431884 ,明天会更好,卓依婷,,,,,,,
1471944 ,Love Story,Taylor Swift,,,,,,,
339744 ,最佳损友,陈奕迅,,,,,,,
27131218 ,Halo,吉克隽逸,,,,,,,
14860144 ,芊芊,回音哥,,,,,,,
648618 ,如果云知道,许茹芸,,,,,,,
257436 ,你是我心内的一首歌,"王力宏,任家萱",,,,,,,
285827 ,关不上的窗,周传雄,,,,,,,
23150239 ,小情歌,多亮,,,,,,,
1299094 ,小小,容祖儿,,,,,,,
85800655 ,恒星,张恒远,,,,,,,
9921852 ,Summer,久石让,,,,,,,
121017932 ,三月,张惠妹,,,,,,,
1008955 ,生命,林海,,,,,,,
31334903 ,祁式情歌DJ舞曲,祁隆,,,,,,,
68729016 ,预谋,许佳慧,,,,,,,
7328649 ,又见炊烟,邓丽君,,,,,,,
10494734 ,小燕子,小蓓蕾组合,,,,,,,
2108960 ,当爱已成往事,"林忆莲,李宗盛",,,,,,,
307842 ,生如夏花,朴树,,,,,,,
5983704 ,我的秘密 MySecret,NULL,,,,,,,
10549590 ,缘分惹的祸,安东阳,,,,,,,
2087951 ,大悲咒,齐豫,,,,,,,
19027825 ,山丹丹开花红艳艳,王二妮,,,,,,,
246501 ,难道爱一个人有错吗,郑源,,,,,,,
10494258 ,蜗牛与黄鹂鸟,小蓓蕾组合,,,,,,,
790532 ,恋曲1990,罗大佑,,,,,,,
270010 ,温柔,五月天,,,,,,,
15735500 ,雨花石,"石头 (王卓实),李玉刚",,,,,,,
70412314 ,一万个对不起,祁隆,,,,,,,
98998513 ,是否,邓紫棋,,,,,,,
116031796 ,要死就一定死在你手里 (新编),莫西子诗,,,,,,,
120378087 ,最美的问候（小V之歌）,品冠,,,,,,,
7288938 ,征服,那英,,,,,,,
34593850 ,天空之城,郭燕,,,,,,,
254700 ,新不了情,萧敬腾,,,,,,,
253833 ,秋意浓,张学友,,,,,,,
110087096 ,骑大马,张铠麟,,,,,,,
430946 ,青春,汪峰,,,,,,,
53866163 ,无地自容,黑豹乐队,,,,,,,
10261559 ,Song From A Secret Garden,Secret Garden,,,,,,,
291209 ,月亮代表我的心,邓丽君,,,,,,,
302254 ,今天你要嫁给我,"陶喆,蔡依林",,,,,,,
105352942 ,Let It Go,Various Artists,,,,,,,
10501897 ,伤心城市,NULL,,,,,,,
5963228 ,我很快乐,刘惜君,,,,,,,
913586 ,不要在我寂寞的时候说爱我,郑源,,,,,,,
470381 ,酒干倘卖无,苏芮,,,,,,,
61890609 ,简单的事,李代沫,,,,,,,
35510751 ,落花情,七朵组合,,,,,,,
110054446 ,??,孝琳(Sistar),,,,,,,
65706553 ,咆哮 (Growl),EXO,,,,,,,
2043617 ,偏偏喜欢你,陈百强,,,,,,,
23993243 ,I'm Yours,Jason Mraz,,,,,,,
10286504 ,蓝精灵,儿歌,,,,,,,
119387795 ,月光 (??)(Moonlight),EXO-K,,,,,,,
1267427 ,睡公主,G.E.M.邓紫棋,,,,,,,
7279429 ,好心分手,"卢巧音,王力宏",,,,,,,
14743299 ,心术,张宇,,,,,,,
33985350 ,离不开你,黄绮珊,,,,,,,
417496 ,比心更痛的眼眸,郑源,,,,,,,
2064029 ,等待,韩磊,,,,,,,
18947656 ,采茶舞曲(浙江民歌调),李玲玉,,,,,,,
219217 ,情网,张学友,,,,,,,
72104070 ,李白,李荣浩,,,,,,,
12415102 ,别哭了宝贝DJ版,皓天,,,,,,,
308482 ,旋木,王菲,,,,,,,
34168027 ,白娘子,王麟,,,,,,,
7313160 ,千千阙歌,张国荣,,,,,,,
1080207 ,Remember The Name,Fort Minor,,,,,,,
108479539 ,蒲公英在飞,涂议嘉,,,,,,,
1737007 ,天边,降央卓玛,,,,,,,
676342 ,挥不去的情愁,"冷漠,陈瑞",,,,,,,
273329 ,呼儿嘿哟,李春波,,,,,,,
119383625 ,Run (奔跑),EXO-M,,,,,,,
119826756 ,唱什么都红不了,大张伟,,,,,,,
105326962 ,愿得一人心,李行亮,,,,,,,
20870658 ,活着,郝云,,,,,,,
2070237 ,I Miss You,罗百吉,,,,,,,
108443260 ,留一盏灯给你,许诺,,,,,,,
121078812 ,如果你幸福,郑源,,,,,,,
120022865 ,如果爱有下一回,吴炜,,,,,,,
492246 ,想和你去吹吹风,张学友,,,,,,,
87601029 ,后来,金润吉,,,,,,,
220801 ,最美,羽泉,,,,,,,
102145685 ,渺小,田馥甄,,,,,,,
105688140 ,加德满都的风铃,汪峰,,,,,,,
1695763 ,草原夜色美,降央卓玛,,,,,,,
1038192 ,Beautiful Dirty Rich,Lady Gaga,,,,,,,
10367224 ,原野牧歌,小蓓蕾组合,,,,,,,
115261290 ,Rolling in the deep,ADELE,,,,,,,
2042534 ,呼伦贝尔大草原,布仁巴雅尔,,,,,,,
10501628 ,小小新娘花,NULL,,,,,,,
1987991 ,白桦林,朴树,,,,,,,
280685 ,寂寞沙洲冷,周传雄,,,,,,,
86768781 ,爱出发,TFBOYS,,,,,,,
15246404 ,Trouble Maker,Trouble Maker,,,,,,,
104927411 ,你就不要想起我,田馥甄,,,,,,,
516559 ,情人,Beyond,,,,,,,
233927 ,一个像夏天一个像秋天,范玮琪,,,,,,,
342423 ,不浪漫罪名,王杰,,,,,,,
245164 ,牛仔很忙,周杰伦,,,,,,,
1147070 ,发如雪,周杰伦,,,,,,,
20721387 ,突然想起你,林宥嘉,,,,,,,
33847306 ,为了遇见你,"戚薇,杨宗纬",,,,,,,
10549245 ,一个人的寂寞两个人的错,贺一航,,,,,,,
121033419 ,小样儿,安又琪,,,,,,,
64563221 ,离不开你,朱克,,,,,,,
10517946 ,火辣辣的情歌,乌兰图雅,,,,,,,
10551729 ,等你的季节,刘诗诗,,,,,,,
13987310 ,云水禅心,古筝佛赞,,,,,,,
120834007 ,Shake Your Body,"郭富城,罗志祥,蔡依林,吴莫愁",,,,,,,
276766 ,灰姑娘,郑钧,,,,,,,
1680667 ,挪威的森林,伍佰,,,,,,,
121323050 ,Red Light,f(x),,,,,,,
14948305 ,菊花爆满山,马博,,,,,,,
713822 ,羞答答的玫瑰静悄悄地开,孟庭苇,,,,,,,
218397 ,时光,许巍,,,,,,,
38548621 ,我爱的你,"严宽,杜若溪",,,,,,,
662501 ,雨蝶,李翊君,,,,,,,
1414615 ,再度重相逢,孙露,,,,,,,
109068488 ,想着你亲爱的,祁隆,,,,,,,
805405 ,遇见,孙燕姿,,,,,,,
7306339 ,爱上一个不回家的人,林忆莲,,,,,,,
1669098 ,God Is A Girl,Groove Coverage,,,,,,,
10358445 ,Valder Fields,Tamas Wells,,,,,,,
23154213 ,爱我你就抱抱我,"徐英瀚,段丽阳",,,,,,,
1737033 ,手心里的温柔,降央卓玛,,,,,,,
2131176 ,你最珍贵,"张学友,高慧君",,,,,,,
229573 ,只想一生跟你走,张学友,,,,,,,
306708 ,飘洋过海来看你,娃娃,,,,,,,
276544 ,下一个天亮,郭静,,,,,,,
17446912 ,梦的翅膀受了伤,孙露,,,,,,,
87603247 ,Melody,萱萱,,,,,,,
121489334 ,你一定会成功,筷子兄弟,,,,,,,
13988775 ,永恒,林海,,,,,,,
114944077 ,你家门前 (?? ? ?),金秀贤,,,,,,,
90732161 ,我和我的小伙伴们都惊呆了,李贵府,,,,,,,
265317 ,我是不是你最疼爱的人,潘越云,,,,,,,
116370584 ,一起吃苦的幸福,EXO-M,,,,,,,
1341441 ,有没有人告诉你,陈楚生,,,,,,,
10551724 ,一念执着,"胡歌,阿兰",,,,,,,
85728682 ,梦中的婚礼 - 钢琴曲梦中的婚礼,钢琴曲,,,,,,,
509078 ,映山红,刀郎,,,,,,,
18597372 ,藕断丝连,陈瑞,,,,,,,
18425206 ,涛声依旧,毛宁,,,,,,,
5960867 ,清晨,Bandari,,,,,,,
1316618 ,风的季节,Soler,,,,,,,
116611821 ,放开那三国,霍尊,,,,,,,
235635 ,真心英雄,"成龙,周华健,黄耀明,李宗盛",,,,,,,
10547629 ,嗨！Mrs Leta,凤凰传奇,,,,,,,
106078844 ,墨绿指甲,戚薇,,,,,,,
13005396 ,The Mass,Era,,,,,,,
407200 ,硬币,汪峰,,,,,,,
69751417 ,当我想你的时候,"单冲峰,倪鹏",,,,,,,
123337690 ,多么爱你,零点乐队,,,,,,,
123132479 ,去大理,黄渤,,,,,,,
13776937 ,错过,祁隆,,,,,,,
324325 ,私奔,郑钧,,,,,,,
102298073 ,我要我们在一起,邓紫棋,,,,,,,
5837021 ,女儿情,吴静,,,,,,,
33351945 ,我是不是你最疼爱的人,李代沫,,,,,,,
1079594 ,只对你有感觉,"飞轮海,田馥甄",,,,,,,
223539 ,兰花指,阿里郎,,,,,,,
229630 ,如果你也听说,张惠妹,,,,,,,
2046950 ,单车,陈奕迅,,,,,,,
123297990 ,新包容,马健涛,,,,,,,
70434944 ,梦缠绵,"冷漠,庄心妍",,,,,,,
14958527 ,画心,张靓颖,,,,,,,
117028310 ,陪你走到底,张靓颖,,,,,,,
40135583 ,浮夸,林志炫,,,,,,,
121078807 ,荷塘月色（粤语版）,郑源,,,,,,,
440262 ,"下个,路口,见",李宇春,,,,,,,
585899 ,Tik Tok,Ke$ha,,,,,,,
71392388 ,稳稳的幸福,"孙俪,张译",,,,,,,
35368516 ,伤了心的女人怎么了,刘涛,,,,,,,
114944077 ,?? ? ? (你家门前),金秀贤,,,,,,,
260252 ,大女人,张宇,,,,,,,
10367223 ,我是一粒米,小蓓蕾组合,,,,,,,
206592 ,会呼吸的痛,梁静茹,,,,,,,
106084869 ,一个人失忆,薛凯琪,,,,,,,
7280177 ,离人,林志炫,,,,,,,
116970418 ,遇见,张瑶,,,,,,,
10526001 ,盛夏光年,五月天,,,,,,,
5908981 ,望月,龚玥,,,,,,,
302996 ,一千个伤心的理由,张学友,,,,,,,
109864523 ,随它吧,姚贝娜,,,,,,,
10261577 ,Gates Of Dawn,Secret Garden,,,,,,,
214491 ,秋天不回来,王强,,,,,,,
19089475 ,God is a Girl,Groove Coverage,,,,,,,
1595239 ,Stan,Eminem,,,,,,,
5722869 ,闷,王菲,,,,,,,
264639 ,突然好想你,五月天,,,,,,,
113283857 ,天耀中华,姚贝娜,,,,,,,
31245604 ,Whistle,Flo Rida,,,,,,,
85800625 ,故乡,毕夏,,,,,,,
120893254 ,Answer,东方神起,,,,,,,
13131010 ,红颜劫,姚贝娜,,,,,,,
123216044 ,窃窃私语 (Whisper),少女时代-太蒂徐,,,,,,,
87603545 ,Footprints In The Sand,萱萱,,,,,,,
365959 ,2002年的第一场雪,刀郎,,,,,,,
113275703 ,时间都去哪儿了,王铮亮,,,,,,,
2121731 ,我不想说,杨钰莹,,,,,,,
10736661 ,Tik Tok,Ke$ha,,,,,,,
86718005 ,爱,孟楠,,,,,,,
71278366 ,Wrecking Ball,Miley Cyrus,,,,,,,
43838391 ,就现在,吴莫愁,,,,,,,
8212741 ,Innocence,Avril Lavigne,,,,,,,
69751555 ,Stronger,"崔天琪,田丹",,,,,,,
10367226 ,燕子,小蓓蕾组合,,,,,,,
1005419 ,无底洞,蔡健雅,,,,,,,
2488564 ,宁夏,梁静茹,,,,,,,
294292 ,不让我的眼泪陪我过夜,齐秦,,,,,,,
18747448 ,情人,G.E.M.邓紫棋,,,,,,,
662699 ,很爱很爱你,刘若英,,,,,,,
1583492 ,我的未来不是梦,张雨生,,,,,,,
15418950 ,漂亮的姑娘你别怕,李贵府,,,,,,,
1337314 ,心墙,郭静,,,,,,,
122915815 ,很奇怪我爱你,张杰,,,,,,,
89251186 ,泼墨,"周华健,张大春",,,,,,,
772330 ,月亮之上,凤凰传奇,,,,,,,
277161 ,背对背拥抱,林俊杰,,,,,,,
116967566 ,好时光,"霍建华,丁当",,,,,,,
7328970 ,微风细雨,邓丽君,,,,,,,
89296194 ,All Of Me,John Legend,,,,,,,
121509106 ,1987我不知会遇见你,李宇春,,,,,,,
2081541 ,似是故人来,梅艳芳,,,,,,,
92258441 ,默认,王铮亮,,,,,,,
1058469 ,最爱的人伤我最深,"张雨生,张惠妹",,,,,,,
1063063 ,我期待,"张雨生,陶晶莹",,,,,,,
7439956 ,Just The Way You Are,Bruno Mars,,,,,,,
109010848 ,再见吧 喵小姐,王晓天,,,,,,,
10390611 ,爱你比永远多一天 DJ版,许诺,,,,,,,
86717895 ,Dear Friend,姚贝娜,,,,,,,
105687840 ,不羁的生命,汪峰,,,,,,,
962164 ,用心良苦,张宇,,,,,,,
10509226 ,这条街,"冷漠,云菲菲",,,,,,,
1392875 ,说好的幸福呢,周杰伦,,,,,,,
2064080 ,天亮了,韩红,,,,,,,
1271701 ,我们的歌,王力宏,,,,,,,
516135 ,谁伴我闯荡,Beyond,,,,,,,
100491310 ,我为自己代言,魏晨,,,,,,,
14485824 ,朋友,周华健,,,,,,,
2076219 ,我终于失去了你,李宗盛,,,,,,,
123457891 ,想听听你说谎,金莎,,,,,,,
2085820 ,此生不换,青鸟飞鱼,,,,,,,
108626956 ,痴情冢,贾青,,,,,,,
413834 ,假如,信乐团,,,,,,,
467875 ,天涯,任贤齐,,,,,,,
730414 ,笑忘书,王菲,,,,,,,
116200341 ,红尘情歌,郑源vs蒋珊蓓,,,,,,,
7280635 ,我在那一角落患过伤风,冯曦妤,,,,,,,
323025 ,信仰,张信哲,,,,,,,
23826422 ,一瞬间,丽江小倩,,,,,,,
84901076 ,抽离,"徐良,刘丹萌",,,,,,,
24304869 ,错过的情人,"冷漠,石梅",,,,,,,
35510758 ,姑娘我铁了心跟着你啦,龙猫组合,,,,,,,
10517909 ,凤凰飞,乌兰图雅,,,,,,,
1090700 ,Just One Last Dance,Sarah Connor,,,,,,,
64563458 ,Rolling In The Deep,钟伟强,,,,,,,
34182577 ,我爱你中国,汪峰,,,,,,,
10367225 ,大象拨河,小蓓蕾组合,,,,,,,
17748339 ,天空之城,纯音乐,,,,,,,
